0.75;George Bush sent people to war without body armor.
0.75;Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state unregulated private companies.
0.25;Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent.
0.75;From 1947 to 1979 family incomes for rich middle-income and poor Americans grew about the same rate. But since 1979 incomes for rich families have grown much faster.
pants-fire;Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.
0;Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.
pants-fire;Page 92 of the House health care bill says specifically that people cant purchase private health insurance after a date certain.
0.5;Republicans went out of the way to praise (Eric) Holders nomination.  Not a single Republican senator opposed Eric Holders nomination.
0.25;We actually have not required in this law that you carry health insurance.
pants-fire;States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.
0.25;SaysTom Cotton voted against preparing America for pandemics like Ebola.
0.25;Since President Obama took full control of Washington every single day more than 1500 of our jobs have been lost.
pants-fire;Says Nancy Pelosi said Waiting long hours in the emergency room will allow you to make new friends!
0.75;The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago Republicans in Congress blocked it. The bill hadnt changed.  The only thing that had changed was politics.
0.25;Says former state Sen. Kelli Ward wanted to ban our intelligence agencies from operating in Arizona.
0.5;70000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program.  2000 in the state of Florida alone.
0.25;Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.
0;Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving Texas.
pants-fire;Since January 2008 the private sector has lost nearly 8 million jobs while local state and federal governments added 590000.
0.75;Of the 10000 Rhode Island children in charter school lotteries for the fall more than 70 percent are poor . In addition a majority of them are students of color.
0;Yes this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.
0.75;Says the federal government could save $175587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.
0;On the Cuba embargo.
0;Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.
0.75;Obamas position on nuclear arms is a march toward global zero.
0.75;Once people become citizens under the DREAM Act and turn 21 they can sponsor their illegal immigrant parents for legalization.
0;Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.
0.25;The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison
pants-fire;Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.
0;When it comes to protesters in Madison almost all are now from outside of Wisconsin.
1;Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.
0.5;Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.
0.75;President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.
1;The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.
pants-fire;As Florida secretary of state Kurt Browning allowed 1800 illegal voters to register in Florida.
0.25;The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.
0;Rural schools enroll 40 percent of American children but receive only 22 percent of federal education funding.
0.75;Based on the August 2012 national jobs numbers for every person who got a job nearly four people stopped looking for a job.
0;On repealing the 17th Amendment
0.5;More than 90 percent of the gains have gone to the top 1 percent.
pants-fire;An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.
0.75;On immigration what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did.
0.5;Since 2013 alone the Obama administration has allowed 300000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement) but who were not detained or processed for deportation because it wouldnt have been politically correct.
0.75;Shirley Sherrod was forced to resign before anybody on Fox said a word about this.
0.5;That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.
0.25;Were $15 trillion now in debt with a president thats racked up as much debt as almost all of the other presidents combined.
1;Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.
0.25;In the New York 9th District there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats -- and its nothing more than that.
1;A government shutdown could disrupt  veterans benefits.
1;A family of four can make up to $88000 a year and still get a subsidy for health insurance under the new federal health care law.
0.5;An economic impact study found that for every $1 invested in pre-K in Pennsylvania a total of $1.79 is generated in total spending within the state.
0.5;Last year it was discovered that Rhode Islands public employees ranked 4th in average pay while the private sector ranked 23rd.
0.25;Says Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense.
1;Says state workers have not had across-the-board raises in six years.
1;When I was in college we used to take a popcorn popper . . . and we would fry squirrel.
1;Ronald Reagan raised taxes in 1982 1984 1985 1986 and 1987.
1;Says Sen. Rand Paul R-Ky. has stated that supporting the right to health care  means you believe in slavery.
0.25;Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaidto take away health insurance for low-income and middle-income working Americans.
pants-fire;In 2006 Planned Parenthood performed more prevention services and cancer screenings than abortions but in 2013 there were more abortions.
0.5;A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.
0.25;Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border.
1;Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.
1;If youre earning under $100000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.
0.5;In Chile they have 72 percent of the GDP in savings.
1;There are 850000 Ohio jobs tied to the auto industry.
pants-fire;The Mexican government forces many bad people into our country.
0.5;A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.
0.75;Since 1999 all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade.
0.75;Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown.
0;Governor Christie also remains the only Governor since World War II among both Democrats and Republicans who failed to have his party win control of at least one legislative body over the course of his term.
0;Sixty-percent of the state retireesdont get Social Security.
pants-fire;Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising overhead executive salaries and external donations.
1;If you go strictly by the numbers crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.
0.75;Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia.
0.75;Says the 2010-11 New Hampshire budget ended with an $18 million surplus while the Republican-led 2012-13 budget has a $40 million deficit.
0.25;Says Barack Obama was silent on Iran when the students took to the streets in Tehran and the people there protested (and) the Green Revolution occurred.
0.75;No candidate has run more negative ads in American history than Barack Obama did in 2008 especially in the general.
pants-fire;Inner-city crime is reaching record levels.
0.75;The right-to-work states have much lower level of unemployment than the union states do.
0.25;Oklahomas Republican Gov. Mary Fallin signed a new law which makes you pay a special fee. It will essentially fine people for the crime of using solar power.
0;Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers.
0;Millions could lose their health care coverage and be forced into a government pool under the new health care law.
1;A Texas police department bought an ad telling drug dealers We can take your competition off the streets for FREE.
0;Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.
0.25;Our unemployment rate has been higher than 8 percent for more than two-and-a-half years far above what the Obama Administration promised with the stimulus.
0.75;Thanks in part to our all-of-the-above strategy for American energy the United States generates more natural gas than anybody.
1;State law says that once the state appraises a piece of property they can only pay it a certain amount above appraisal.
pants-fire;Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.
0.75;Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.
0.75;Thanks to our reforms the average family will have an extra $322 to spend.
1;Measles is one of the most common causes of child blindness worldwide.
1;When oil and gas prices sent state revenues up Palin sent a large share of that revenue directly back to the people of Alaska.
0.25;Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy.
0.75;Says Hillary Clintons top 10 donors are mainly banks corporations and media while Bernie Sanders top 10 donors are labor unions.
0;Portland Community College serves more students than all of the states universities combined.
0.5;If we dont spend money on a pier then that money does wipe into the general funds of the city or the county and if you send it to the county you never see it again.
pants-fire;Obamacare is . . . the largest tax increase in the history of the world.
0.75;Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline disgraced (House) speaker Gordon Fox and even Mr. Obamacare Harry Reid.
pants-fire;Says Barack Obama founded ISIS. I would say the co-founder would be crooked Hillary Clinton.
0.75;More than 70000 job openings are listed on a state jobs website.
1;When the United States invaded Iraq Saddam Hussein wanted to acquire weapons of mass destruction and he said so himself after his capture.
0.25;When asked about bills in Congress important to the North Country Derrick responded I just dont know enough about it.
pants-fire;Except for Virginia the other 49 states keep raising their gas tax.
0.25;Says 70000 children have lost their Head Start slots because of the sequester.
0;On disaster aid offsets
0.75;(Strickland) raised taxes last year to the tune of $840 million.
0;Sarah Palin has more experience than Barack Obama.
0.5;A golf course closes somewhere in America every 48 hours.
1;If you rent a U-Haul to move your company it costs twice as much to go from San Francisco to Austin than the other way around because you cant find enough trucks to flee the Golden State.
